"Vehicle ID","Chassis Number","T-Box ID","Battery Type","Derived Status","Customer ID","Dealer ID","Model","Region"
"1218ed8a-154e-4576-88d0-474581cb5485","KALE22A26PR800035","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","54901cf9-44c4-4fdb-a2b6-24a8bbabf333","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"12e1ba0b-efb8-41e3-be30-deb64da44dfe","KALE22A26PR800027","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","4cb74145-7742-4dc3-a542-14eca54f4c24","fac240d3-71f1-478d-bfbe-0b17222539f8","rc189",""
"13a1b45d-3283-4711-b4aa-733d33379d28","KALE22A26PR800062","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","821379e7-15b9-4aee-a5ba-88df2636d484","rc189",""
"13e238c2-68af-4a11-826d-c605be096ee0","KALE22A26PR800053","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","3153f42a-e1d8-4cbf-83ce-29c8f036460a","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"14dad2bb-1210-4395-96c2-31e89265423d","LL22AH7SWE0800148","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","65a90d25-f1f0-4964-9a74-9abcdc900b43","rc189",""
"1710b68a-87db-4851-b344-32d987c9f1e8","KALE22A26PR800070","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","24f17de6-2a13-4ac5-a51b-74adb58f0d87","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"1727deaa-7623-428e-ad69-f75beffded31","KALE22A26PR800014","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","f5cfb949-9499-4a6c-a3c1-f96db34cbe8d","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"192bfa05-6727-49a3-bc03-6703d223401d","LL22AH7SWE0800230","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5d152fb7-bc70-4f56-8dab-59b0a621e619","rc189",""
"19c6872a-80ad-498a-86fe-c07c891ae066","KALE22A26PR800071","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","0e7cec75-f839-43d5-8ef9-cc7ca52becd5","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"1ac45d6c-9f00-4939-a896-684384a42cd8","KASSL2ME11NM800115","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","002633a0-dd4f-439f-9201-2e5338f1942f","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"1e06a166-a824-4ad9-b030-a76985ca329c","LL22AH7SWE0800141","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","7571ba12-30bf-4997-81c9-b58bc65b049f","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"1e0fb600-769d-4442-953c-cb21c9a2b184","LL22AH7SWE0800203","","7e655ec5-ad99-4f16-89de-d62ba937f92f","SOLD","9fa31523-949e-4c74-bd2d-12b77ea2a141","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"1edaf2dd-0e36-48d3-96e6-c51028b73b8d","LL22AH7SWE0800226","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","3b444829-e50f-4748-a4f5-6f0f38a1cc30","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"1fecba55-28b8-48b1-b374-8f0b4c845949","LL22AH7SWE0800197","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5d152fb7-bc70-4f56-8dab-59b0a621e619","rc189",""
"208c206e-e67f-47f6-84c3-3def6038e8e5","LL22AH7SWE0800169","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","8600eec5-2ed2-4be9-8d30-8508f21e5ebe","1bf22597-0268-4141-98bc-6e972cd9dad7","rc189",""
"21743611-871a-4a4f-b20c-d7983d25c9e8","KALE22A26PR800049","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","6982ec5b-2efe-4c31-97a0-7a398b79589b","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"240f0261-cc56-4b0c-b971-75a8acb005ba","KALE22A26PR800135","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","e41e83a2-2c1f-4a1a-9774-9858a2caaba4","","rc189",""
"2473ba8a-55a7-4615-b80a-c47093f42a54","LL22AH7SWE0800172","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","1bf22597-0268-4141-98bc-6e972cd9dad7","rc189",""
"253992fd-221c-4004-b23b-98f2b73337df","LL22AH7SWE0800185","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","a8f3b071-b25e-42cb-be26-170923af3b85","e3e4f0af-4e77-48c7-bee4-03012e02869a","rc189",""
"267fc161-69b2-4e40-8879-f6609cfbeed0","KALE22A26PR800017","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","d003bb13-cb05-41e1-b133-42dbf8d682ec","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"267fc161-69b2-4e40-8879-f6609cfbeed0","KALE22A26PR800017","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","d003bb13-cb05-41e1-b133-42dbf8d682ec","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"272aaccf-314f-478a-90c6-1e4fb5332df2","LL22AH7SWE0800218","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","bebc9a38-9147-4ab4-a980-7814d1b77456","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"291a4b06-a5f6-4f1a-8626-adf5a2bd0eb0","LL22AH7SWE0800272","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","1a2b5dcf-24c6-409c-97d4-6498afc67166","f25698a3-c6bd-410c-8dc2-edc7f9310a98","rc189",""
"2923c48e-9a25-4251-9dcc-5ef4fca2459a","LL22AH7SWE0800259","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","4a017069-22a5-4237-93d5-a7691bab8766","e3e4f0af-4e77-48c7-bee4-03012e02869a","rc189",""
"2b41aa91-0e8b-4d95-ab46-4e84147e4258","KALE22A26PR800111","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","d96ee2ff-fb93-4f51-9c3a-d0e383a35d2c","943eef4b-31a2-4c01-99cc-c93708943c99","rc189",""
"2d6a813a-3221-46e0-b0d7-7bd35cf35dbf","KALE22A26PR800064","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","e03104ae-28fa-4b7b-b8ea-b5fa08b659cb","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"2d6a813a-3221-46e0-b0d7-7bd35cf35dbf","KALE22A26PR800064","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","e03104ae-28fa-4b7b-b8ea-b5fa08b659cb","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"2e576ffa-a2ea-44de-87b9-c9bd2618f172","KALE22A26PR800061","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","122ea351-a7d7-47d8-af06-0bf80cd9c5a1","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"2e994812-b037-4c53-8554-cfc82cd5e3c6","KASSL2ME11NM_TEST1","","d71d5024-9949-4c4a-9571-ffd78f0583d3","FACTORY_INSTOCK","","","rc189",""
"2ff0f863-577d-4f47-a726-b88b4235e852","KALE22A26PR800067","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","b2510126-4847-48ba-9271-a0238eadc85e","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"2ff839e7-f3b1-4331-ab4d-43c3a6242a74","LL22AH7SWE0800252","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"302343d9-ef5d-4490-90f4-f10c51285084","KALE22A26PR800044","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","af822bc2-ca0d-4400-b265-63d1af936d07","da2aaed2-38e9-4b4a-bdd3-4350a860fda3","rc189",""
"3034b6a8-e659-44e8-a6be-7206111f5542","KALE22A26PR800045","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","9aa75798-fe37-44e0-acae-dc56c0c01ac7","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"3048a332-3fc5-4ce6-b127-acb2d143c7d3","KALE22A26PR800086","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","6c939379-142a-4b52-ba12-50b98cc20c6d","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"3084c3da-333b-4b7e-b1a1-7a51d4409196","LL22AH7SWE0800243","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","d5d97afb-7359-4925-9b4f-7eac5ed867c5","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"309e3ffb-5ee8-4215-82a1-dc39ed9ea40c","CHTEST001","","7e655ec5-ad99-4f16-89de-d62ba937f92f","CUSTOMER_RESERVED","3b6c991b-c745-41e7-b476-cc262b138846","","rc189",""
"312c38a4-8c91-4d5c-8acd-6fda99f748e4","LL22AH7SWE0800150","","d71d5024-9949-4c4a-9571-ffd78f0583d3","FACTORY_INSTOCK","","","rc189",""
"321dd859-7708-4de4-a0e3-05de6099447b","LL22AH7SWE0800245","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","e8fb13c9-fd3d-4fbf-85e5-d924e5ffd561","","rc189",""
"3241de86-b53e-4ee9-880e-6ccd58abaaa2","KALE22A26PR800012","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","66792d08-b28e-4b27-8908-466df00f59a9","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"33eab885-780d-41d5-a380-b0c6ae3f420c","KALE22A26PR800037","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","3972db8c-34b4-4aa8-bf13-1b4bf6d2deb0","821379e7-15b9-4aee-a5ba-88df2636d484","rc189",""
"33f7b6f1-3370-4ec5-86ba-1f25fee7641c","KALE22A26PR800130","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","e8732d05-6c62-46c3-be3d-aeaf7146390f","","rc189",""
"35872346-aece-4553-9981-11b235f8dc00","LL22AH7SWE0800212","","d71d5024-9949-4c4a-9571-ffd78f0583d3","FACTORY_INSTOCK","","","rc189",""
"377d1aee-34d5-4fdc-af45-7e6441a9ccc1","KALE22A26PR800011","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","b916458c-a4e9-4c05-9e5c-59798cb814ba","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"37d2b64f-da3b-44aa-89c4-4ccdc03abc7b","KALE22A26PR800040","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","7a3d6397-747e-4821-92fa-857cf3d27909","","rc189",""
"399962c8-58f2-4fb2-8586-1d40e7d31f6c","LL22AH7SWE0800249","","7e655ec5-ad99-4f16-89de-d62ba937f92f","SOLD","2395ec50-2e46-401b-a2f4-654f11ad0871","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"3a1fbadd-c86b-49b1-9e08-4a37c00af9ce","test002","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","73706246-ea81-4460-b0b0-2f5b4c582473","","rc189",""
"3afa75cc-8454-4334-8aca-7cd1425f44da","LL22AH7SWE0800154","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5d152fb7-bc70-4f56-8dab-59b0a621e619","rc189",""
"3cc48df9-4888-40ee-9ed3-ac715f4799d9","KALE22A26PR800024","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","a9fc65e1-2ef8-4cda-8ec6-697e274b406f","66b376a4-e302-4826-803c-5dc30e49d0eb","rc189",""
"3d6df5b7-d774-4476-8ee0-395be2b3d3b2","LL22AH7SWE0800151","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","b1f9651e-4aa3-4239-80cd-ceca07f7ef00","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"3dfe5ebf-5636-41a4-bcf9-055d9d633bfa","KALE22A26PR800101","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","09371a55-55bd-4ef4-b9e7-97ad4708f47d","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"3e4a1325-3d8e-4fbe-b1e4-0bca73035c19","KALE22A26PR800057","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","8b1d9a2e-e386-4237-9a2f-690820a0694b","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"3eb12e20-999c-42ba-a225-a4261d42572b","KALE22A26PR800020","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","0f8af909-fdef-46f8-8626-3d511867816e","fac240d3-71f1-478d-bfbe-0b17222539f8","rc189",""
"3edd4287-bddf-45a1-be12-86e12c5dba60","KALE22A26PR800104","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","cf2d4921-3245-4ba6-b32f-66412eb346f6","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"3edd4287-bddf-45a1-be12-86e12c5dba60","KALE22A26PR800104","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","cf2d4921-3245-4ba6-b32f-66412eb346f6","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"3f22b078-5ebd-45fe-8efe-84038c5f7fd1","LL22AH7SWE0800196","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","f1658173-403e-4033-851f-7497f6e95344","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"424f8004-d78d-4cbe-9525-af745c05ba6e","KALE22A26PR800069","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","754df0ee-8942-4eb5-823d-f387680239fe","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"42c84596-f05c-4973-872d-c25781886a97","KALE22A26PR800074","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","11f26cc7-6477-4fb9-9f35-2c57091896bc","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"451dd5f6-34a8-4185-92cb-d380b2dda9f2","KALE22A26PR800010","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","04353e68-09ca-4ac1-a816-891fd3497666","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"4564f828-b4a7-4508-a5ac-3ef9ad219343","KALE22A26PR800030","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","8740d88c-141f-48c2-9a86-506f1a5b1cb2","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"4753b92c-da75-4dc8-aa80-20bde2b51d56","test002","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","97809701-eac9-4aef-bc5c-73321e2ac3d4","rc189",""
"48163c2f-a6cd-4fdf-89fc-d3a45c9994af","LL22AH7SWE0800155","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"48ff47d5-e3e0-4c73-92dc-15413614ac87","KALE22A26PR800090","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","e4fb5387-cd2a-43b7-99b1-1601bdc732b7","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"49f2e1f3-e707-4592-b803-b990dd302f2e","KALE22A26PR800077","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","737365bf-4ae1-464b-acb1-b1727cfb2a80","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"4b72c1b5-66cf-43c3-91cd-3677287b38b3","KALE22A26PR800004","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","9b79fc7c-110f-4ee6-a7fa-c47da75fabdb","66b376a4-e302-4826-803c-5dc30e49d0eb","rc189",""
"4bb5b59f-1f10-4eba-8ed2-8cc4c4d7d867","LL22AH7SWE0800181","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"4c1cbdc2-3162-4d95-b6a4-c5b4488f23ae","test001","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","68f753bf-ace2-4cd3-bebe-dd2875ba6a7a","","rc189",""
"4c80ad41-ac91-4200-9110-2388bf82c128","LL22AH7SWE0800143","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","f59d8a4f-b75e-4e75-8c7d-dbce255fa3e2","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"4c84fa6e-e95b-4f05-9ada-4e1a83beafdd","LL22AH7SWE0800186","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","5f898321-6c97-4eb0-b670-bbc7ea50d03c","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"4e4fac7b-aa93-47c4-be3e-f367acec550e","KALE22A26PR800047","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","8dc847aa-164d-47da-a11b-82ab5406021f","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"4f73df13-e10a-4d7d-890b-3b1398551068","LL22AH7SWE0800274","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","6762846b-0038-427e-a036-ca8bfbb3d6f7","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
"4fa4ac9c-19e3-43d8-95c5-19857a2fabe0","KALE22A26PR800075","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","787be99e-00bf-49c9-bffe-638c885e4571","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"4fa4ac9c-19e3-43d8-95c5-19857a2fabe0","KALE22A26PR800075","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","787be99e-00bf-49c9-bffe-638c885e4571","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"5073eced-5f11-4ae7-bf4a-aa40c48f925e","LL22AH7SWE0800277","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","9f4a87c7-d2f1-4915-b2af-aecb2a871a22","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"51c19b98-a82f-423e-9802-c9fe039828ca","LL22AH7SWE0800175","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","1bf22597-0268-4141-98bc-6e972cd9dad7","rc189",""
"52876a40-e8ff-4a77-9144-1bf67345244c","KALE22A26PR800001","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","bcd0b61d-9a0d-487d-a219-98bf1bc0ade9","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"53d5c8f8-c3ee-4646-8bc2-55ed0afaac8d","KALE22A26PR800005","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","f4e22656-85b6-4e50-8807-730716350000","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"53e40d1a-07a5-4083-989a-c59ca185de19","LL22AH7SWE0800270","","d71d5024-9949-4c4a-9571-ffd78f0583d3","FACTORY_INSTOCK","","","rc189",""
"550ec0c5-63b0-4864-9db6-0ba383b5fdc5","KALE22A26PR800113","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","fe5b6c85-0545-41c2-a1da-092d66229655","","rc189",""
"55f4b5ec-b4c4-446f-8cad-cf5c0c683612","LL22AH7SWE0800220","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","03b100eb-460d-4273-b8bc-78cae0435a3e","","rc189",""
"58dadedc-9ff4-47f7-8470-e3d6b66603d4","KALE22A26PR800107","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","845bbeb6-4b55-4859-ae80-21f243ea6405","821379e7-15b9-4aee-a5ba-88df2636d484","rc189",""
"58dadedc-9ff4-47f7-8470-e3d6b66603d4","KALE22A26PR800107","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","845bbeb6-4b55-4859-ae80-21f243ea6405","821379e7-15b9-4aee-a5ba-88df2636d484","rc189",""
"59696dfe-e5aa-41ca-adf3-da3b85eb8395","LL22AH7SWE0800253","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","bb5e398e-22f2-46eb-9710-76f8bbfef5fc","f25698a3-c6bd-410c-8dc2-edc7f9310a98","rc189",""
"5c716e89-e04f-4620-b1a3-0769c2727f26","KALE22A26PR800055","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","1ef8cd5d-bcf0-430e-be2d-23d8cec58755","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"5c716e89-e04f-4620-b1a3-0769c2727f26","KALE22A26PR800055","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","1ef8cd5d-bcf0-430e-be2d-23d8cec58755","01e69e5d-99c3-42f8-b5e0-065ec6fc8333","rc189",""
"5ca91228-f89c-43a7-be99-e50af97e5dee","KALE22A26PR800015","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","f3a4e04d-4152-464a-8ca1-96441370dd92","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"5d852f80-03e1-4ef7-a0e0-80ec4964c88b","KALE22A26PR800068","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","90c8532a-8ec5-4774-9b11-24ba46d6a283","5ef4d24a-d941-4f30-9328-651187d52da3","rc189",""
"5e501e65-1ca1-4c70-a0be-a86d2ca0545d","LL22AH7SWE0800183","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","758335cc-d8cb-4098-a062-6f4179fb8be8","e3e4f0af-4e77-48c7-bee4-03012e02869a","rc189",""
"5e54ab5c-a021-4c08-971a-96116c0074f2","LL22AH7SWE0800240","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","092c9c5d-e4f7-4fa7-99e3-0e7352435c3b","e3e4f0af-4e77-48c7-bee4-03012e02869a","rc189",""
"5e8eb344-d2ac-4a97-aeae-5739511d52b7","LL22AH7SWE0800160","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","9ef97b19-21b4-46b4-bac8-3258ed785fc4","f25698a3-c6bd-410c-8dc2-edc7f9310a98","rc189",""
"5ebd5ede-2498-414c-a8c5-6a383f58bd9e","KALE22A26PR800137","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","852d8d14-5850-40c0-81f7-74023e12bfbd","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"5ee1283b-1a26-444f-9684-412b43923d77","LL22AH7SWE0800237","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","a4a9a27b-ad9b-4f7e-94fe-7afbcf1fdeb6","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"5f4f2f8d-540e-4dc2-9331-480339e46719","KALE22A26PR800052","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","95c321dd-f5b9-4fa0-8678-04751b9131e9","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"5ff36075-d729-4471-9371-60bd191d165b","LL22AH7SWE0800247","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","3e24d6cb-b9af-4629-802d-bdf556738fcf","","rc189",""
"606e22e0-8767-4eee-a793-5d35c1579355","KALE22A26PR800088","","d71d5024-9949-4c4a-9571-ffd78f0583d3","CUSTOMER_RESERVED","f5fd07e5-cf4a-4b68-b622-e8a19116a63b","","rc189",""
