DATABASE_NAME, SCHEMA_NAME , TABLE_NAME                      , TABLE_TYPE, COMMENT                                                                                                                                                                        , ROW_COUNT, COLUMNS
DB_DUMP      , PUBLIC      , VW_QUARTERLY_UTILIZATION        , VIEW      , View showing quarterly utilization metrics for trend analysis and planning.                                                                                                    ,         0, "PERIOD, PERIOD, LOCATIONNAME, LOCATIONNAME, STATIONNAME, STATIONNAME, LATEST_NET_REVENUE, LATEST_NET_REVENUE, PERSONAL_BEST_NET_REVENUE, PERSONAL_BEST_NET_REVENUE, UTILIZATION_RATE, UTILIZATION_RATE"
REPORT_DB    , REVENUE     , REVENUESUMMARY                  , BASE TABLE, Stores summarized revenue metrics at different aggregation levels for financial reporting and dashboards.                                                                      ,       565, "DATE, LOCATIONNAME, STATIONNAME, PAYMENTMETHOD, TOTAL_SWAPS, GROSS_REVENUE, DIRECTPAY_COMMISSION, TOTAL_REVENUE"
REPORT_DB    , SILVER      , DIM_BMS                         , VIEW      , View containing dimension data from Battery Management Systems for analytics.                                                                                                  ,         0, "BMS_ID, BATTERY_TYPE_ID, ACTIVE, CREATED_AT, UPDATED_AT"
REPORT_DB    , SILVER      , FACT_VEHICLE_TELEMETRY          , VIEW      , "View containing telemetry facts from vehicles, including sensor and performance data."                                                                                        ,         0, "TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, TELEMETRY_ID, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, TBOX_ID, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, BMS_TBOX_CONNECTION, GEAR_INFORMATION, GEAR_INFORMATION, GEAR_INFORMATION, GEAR_INFORMATION, GEAR_INFORMATION, GEAR_INFORMATION, BMS_ID, GEAR_INFORMATION, GEAR_INFORMATION, GEAR_INFORMATION, CTIME, CTIME, CTIME, CTIME, CTIME, CTIME, GEAR_INFORMATION, CTIME, CTIME, CTIME, TIMESTAMP, TIMESTAMP, TIMESTAMP, TIMESTAMP, TIMESTAMP, TIMESTAMP, TIMESTAMP, TIMESTAMP, CTIME, TIMESTAMP, TIMESTAMP, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, SIDE_STAND_INFO, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, SIDE_STAND_INFO, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, TBOX_MEMS_ERROR_FLAG, BATTERY_ERROR, BATTERY_ERROR, TBOX_MEMS_ERROR_FLAG, BATTERY_ERROR, BATTERY_ERROR, BATTERY_ERROR, BATTERY_ERROR, BATTERY_ERROR, BATTERY_ERROR, BATTERY_ERROR, BRAKE_STATUS, BRAKE_STATUS, BATTERY_ERROR, BRAKE_STATUS, BRAKE_STATUS, BRAKE_STATUS, BRAKE_STATUS, BRAKE_STATUS, BRAKE_STATUS, BRAKE_STATUS, BRAKE_STATUS, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, INVERTER_ERROR, BAT_TEMP, BAT_TEMP, INVERTER_ERROR, BAT_TEMP, BAT_TEMP, BAT_TEMP, BAT_TEMP, BAT_TEMP, BAT_TEMP, BAT_TEMP, BAT_VOLT, BAT_VOLT, BAT_VOLT, BAT_VOLT, BAT_VOLT, BAT_VOLT, BAT_VOLT, BAT_VOLT, BAT_TEMP, BAT_VOLT, BAT_CYCLE_COUNT, BAT_VOLT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_CYCLE_COUNT, BAT_SOH, BAT_SOH, BAT_SOH, BAT_SOH, BAT_SOH, BAT_SOH, BAT_CYCLE_COUNT, BAT_SOH, BAT_SOH, BAT_SOH, BAT_PERCENT, BAT_PERCENT, BAT_PERCENT, BAT_PERCENT, BAT_PERCENT, BAT_PERCENT, BAT_PERCENT, BAT_PERCENT, BAT_SOH, BAT_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, THROTTLE_PERCENT, BAT_PERCENT, THROTTLE_PERCENT, BAT_CURRENT, BAT_CURRENT, BAT_CURRENT, BAT_CURRENT, BAT_CURRENT, BAT_CURRENT, THROTTLE_PERCENT, BAT_CURRENT, BAT_CURRENT, BAT_CURRENT, MOTOR_RPM, MOTOR_RPM, MOTOR_RPM, MOTOR_RPM, MOTOR_RPM, BAT_CURRENT, MOTOR_RPM, MOTOR_RPM, MOTOR_RPM, MOTOR_RPM, MOTOR_TEMP, MOTOR_TEMP, MOTOR_TEMP, MOTOR_TEMP, MOTOR_RPM, MOTOR_TEMP, MOTOR_TEMP, MOTOR_TEMP, MOTOR_TEMP, MOTOR_TEMP, INVERTER_TEMP, MOTOR_TEMP, INVERTER_TEMP, INVERTER_TEMP, INVERTER_TEMP, INVERTER_TEMP, INVERTER_TEMP, INVERTER_TEMP, INVERTER_TEMP, INVERTER_TEMP, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, INVERTER_TEMP, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, TBOX_INTERNAL_BAT_VOLT, TELEMETRY_KEY, TELEMETRY_KEY, TELEMETRY_KEY, TELEMETRY_KEY, TELEMETRY_KEY, TELEMETRY_KEY, TELEMETRY_KEY, TBOX_INTERNAL_BAT_VOLT, TELEMETRY_KEY, TELEMETRY_KEY, STATE, STATE, STATE, STATE, STATE, STATE, STATE, STATE, STATE, TELEMETRY_KEY, STATE"
REPORT_DB    , SILVER      , TBOX_BMS_BRIDGE                 , VIEW      , View bridging TBOX and BMS data for integrated analysis and reporting.                                                                                                         ,         0, "BMS_ID, TBOX_ID, TBOX_BMS_ID"
SOURCE_DATA  , DYNAMO_DB   , FACT_PAYMENT                    , BASE TABLE, "Contains detailed payment transactions, including amount, method, and timestamps."                                                                                            ,     11282, "PAYMENT_ID, PAYMENT_ID, PAYMENT_ID, PAYMENT_ID, PAYMENT_ID, PAYMENT_ID, PAYMENT_ID, PAYMENT_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, PAYMENT_METHOD_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, APPROVED_SWAP_ID, WALLET_ID, WALLET_ID, WALLET_ID, WALLET_ID, WALLET_ID, WALLET_ID, WALLET_ID, WALLET_ID, RATING_ID, RATING_ID, RATING_ID, RATING_ID, RATING_ID, RATING_ID, RATING_ID, RATING_ID, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_METHOD, PAYMENT_STATUS, PAYMENT_STATUS, PAYMENT_STATUS, PAYMENT_STATUS, PAYMENT_STATUS, PAYMENT_STATUS, PAYMENT_STATUS, PAYMENT_STATUS, AMOUNT, AMOUNT, AMOUNT, AMOUNT, AMOUNT, AMOUNT, AMOUNT, AMOUNT, CURRENCY, CURRENCY, CURRENCY, CURRENCY, CURRENCY, CURRENCY, CURRENCY, CURRENCY, TRANSACTION_ID, TRANSACTION_ID, TRANSACTION_ID, TRANSACTION_ID, TRANSACTION_ID, TRANSACTION_ID, TRANSACTION_ID, TRANSACTION_ID, LOCATION_NAME, LOCATION_NAME, LOCATION_NAME, LOCATION_NAME, LOCATION_NAME, LOCATION_NAME, PAID_AT, LOCATION_NAME, STATION_NAME, STATION_NAME, STATION_NAME, STATION_NAME, CREATED_AT, STATION_NAME, STATION_NAME, STATION_NAME, PAID_AT, PAID_AT, PAID_AT, PAID_AT, AMOUNT_PAID, PAID_AT, PAID_AT, PAID_AT, CREATED_AT, CREATED_AT, CHARGE_AMOUNT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, AMOUNT_PAID, AMOUNT_PAID, AMOUNT_PAID, CHARGE_PERCENTAGE, AMOUNT_PAID, AMOUNT_PAID, AMOUNT_PAID, AMOUNT_PAID, REFUND_AMOUNT, CHARGE_AMOUNT, CHARGE_AMOUNT, CHARGE_AMOUNT, CHARGE_AMOUNT, CHARGE_AMOUNT, CHARGE_AMOUNT, CHARGE_AMOUNT, CHARGE_PERCENTAGE, CHARGE_PERCENTAGE, REFUND_PERCENTAGE, CHARGE_PERCENTAGE, CHARGE_PERCENTAGE, CHARGE_PERCENTAGE, CHARGE_PERCENTAGE, CHARGE_PERCENTAGE, REFUND_AMOUNT, REFUND_AMOUNT, REFUND_AMOUNT, REFUND_AMOUNT, REFUND_AMOUNT, REFUND_AMOUNT, REFUND_AMOUNT, PAYMENT_TRIES, REFUND_PERCENTAGE, REFUND_PERCENTAGE, REFUND_PERCENTAGE, REFUND_PERCENTAGE, PREVIOUS_WALLET_BAL, REFUND_PERCENTAGE, REFUND_PERCENTAGE, REFUND_PERCENTAGE, PAYMENT_TRIES, PAYMENT_TRIES, PAYMENT_TRIES, PAYMENT_TRIES, PAYMENT_TRIES, PAYMENT_TRIES, WALLET_BALANCE, PAYMENT_TRIES, PREVIOUS_WALLET_BAL, PREVIOUS_WALLET_BAL, PREVIOUS_WALLET_BAL, WALLET_MIN_BAL, PREVIOUS_WALLET_BAL, PREVIOUS_WALLET_BAL, PREVIOUS_WALLET_BAL, PREVIOUS_WALLET_BAL, WALLET_BALANCE, WALLET_BALANCE, WALLET_CODE, WALLET_BALANCE, WALLET_BALANCE, WALLET_BALANCE, WALLET_BALANCE, WALLET_BALANCE, WALLET_MIN_BAL, WALLET_MIN_BAL, PAYMENT_METHOD_TYPE, WALLET_MIN_BAL, WALLET_MIN_BAL, WALLET_MIN_BAL, WALLET_MIN_BAL, WALLET_MIN_BAL, WALLET_CODE, WALLET_CODE, WALLET_CODE, WALLET_CODE, WALLET_CODE, WALLET_CODE, PAYMENT_TYPE, WALLET_CODE, PAYMENT_METHOD_TYPE, PAYMENT_METHOD_TYPE, REASON, PAYMENT_METHOD_TYPE, PAYMENT_METHOD_TYPE, PAYMENT_METHOD_TYPE, PAYMENT_METHOD_TYPE, PAYMENT_METHOD_TYPE, PAYMENT_TYPE, AGREEMENT, PAYMENT_TYPE, PAYMENT_TYPE, PAYMENT_TYPE, PAYMENT_TYPE, PAYMENT_TYPE, PAYMENT_TYPE, REASON, REASON, REASON, REASON, REASON, EVENT_CODE, REASON, REASON, AGREEMENT, AGREEMENT, AGREEMENT, AGREEMENT, AGREEMENT, AGREEMENT, AGREEMENT, EVENT_MSG, CREATED_EPOCH, EVENT_CODE, EVENT_CODE, EVENT_CODE, EVENT_CODE, EVENT_CODE, EVENT_CODE, EVENT_CODE, EVENT_MSG, EVENT_MSG, EVENT_MSG, EVENT_MSG, EVENT_MSG, DETAILS_JSON, EVENT_MSG, EVENT_MSG, CREATED_EPOCH, CREATED_EPOCH, CREATED_EPOCH, CREATED_EPOCH, CREATED_EPOCH, CREATED_EPOCH, CREATED_EPOCH, DETAILS_JSON, DETAILS_JSON, DETAILS_JSON, DETAILS_JSON, DETAILS_JSON, DETAILS_JSON, DETAILS_JSON"
SOURCE_DATA  , DYNAMO_DB   , FACT_PAYMENT_RAW                , BASE TABLE, Stores raw payment transaction data imported from source systems before transformation.                                                                                        ,       674, "RAW, RAW, METADATA$ROW_VERSION, METADATA$ROW_VERSION"
SOURCE_DATA  , MASTER_DATA , AREA                            , BASE TABLE, Defines geographic areas or zones for operational or reporting purposes.                                                                                                       ,        26, "AREA_ID, AREA_ID, AREA_ID, AREA_ID, AREA_ID, AREA_ID, AREA_ID, STATE_ID, STATE_ID, STATE_ID, STATE_ID, STATE_ID, STATE_ID, STATE_ID, NAME, NAME, NAME, NAME, NAME, NAME, NAME, ACTIVE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT"
SOURCE_DATA  , MASTER_DATA , AUDIT_TRAIL                     , BASE TABLE, Tracks changes made to master data records for compliance and auditing.                                                                                                        ,     19666, "ID, ID, ID, ID, ID, ID, ID, DOMAIN, DOMAIN, DOMAIN, DOMAIN, DOMAIN, DOMAIN, DOMAIN, DOMAIN_PK, DOMAIN_PK, DOMAIN_PK, DOMAIN_PK, DOMAIN_PK, DOMAIN_PK, DOMAIN_PK, DOMAIN_PK_NAME, DOMAIN_PK_NAME, DOMAIN_PK_NAME, DOMAIN_PK_NAME, DOMAIN_PK_NAME, DOMAIN_PK_NAME, DOMAIN_PK_NAME, MODEL, MODEL, MODEL, MODEL, MODEL, MODEL, MODEL, MODEL_PK, MODEL_PK, MODEL_PK, MODEL_PK, MODEL_PK, MODEL_PK, MODEL_PK, MODEL_PK_NAME, MODEL_PK_NAME, MODEL_PK_NAME, MODEL_PK_NAME, MODEL_PK_NAME, MODEL_PK_NAME, MODEL_PK_NAME, ACTION, ACTION, ACTION, ACTION, ACTION, ACTION, ACTION, EVENT_TYPE, EVENT_TYPE, EVENT_TYPE, EVENT_TYPE, EVENT_TYPE, EVENT_TYPE, EVENT_TYPE, DETAILS, DETAILS, DETAILS, DETAILS, DETAILS, DETAILS, DETAILS, ACTIONED_USER_ID, ACTIONED_USER_ID, ACTIONED_USER_ID, ACTIONED_USER_ID, ACTIONED_USER_ID, ACTIONED_USER_ID, ACTIONED_USER_ID, ACTIONED_USER_NAME, ACTIONED_USER_NAME, ACTIONED_USER_NAME, ACTIONED_USER_NAME, ACTIONED_USER_NAME, ACTIONED_USER_NAME, ACTIONED_USER_NAME, ACTIONED_USER_IP, ACTIONED_USER_IP, ACTIONED_USER_IP, ACTIONED_USER_IP, ACTIONED_USER_IP, ACTIONED_USER_IP, ACTIONED_USER_IP, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT"
SOURCE_DATA  , MASTER_DATA , AUTH_ASSIGNMENT                 , BASE TABLE, Contains user or role assignments for system authorization management.                                                                                                         ,        47, "ITEM_NAME, ITEM_NAME, ITEM_NAME, ITEM_NAME, ITEM_NAME, ITEM_NAME, ITEM_NAME, USER_ID, USER_ID, USER_ID, USER_ID, USER_ID, USER_ID, USER_ID, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT"
SOURCE_DATA  , MASTER_DATA , AUTH_ITEM                       , BASE TABLE, "Stores authorization items, roles, or permissions definitions."                                                                                                               ,       147, "NAME, NAME, NAME, NAME, NAME, NAME, NAME, TYPE, TYPE, TYPE, TYPE, TYPE, TYPE, TYPE, DESCRIPTION, DESCRIPTION, DESCRIPTION, DESCRIPTION, DESCRIPTION, DESCRIPTION, DESCRIPTION, RULE_NAME, RULE_NAME, RULE_NAME, RULE_NAME, RULE_NAME, RULE_NAME, RULE_NAME, DATA, DATA, DATA, DATA, DATA, DATA, DATA, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT"
SOURCE_DATA  , MASTER_DATA , AUTH_ITEM_CHILD                 , BASE TABLE, Defines parent-child relationships between authorization items for hierarchical access control.                                                                                ,       220, "PARENT, PARENT, PARENT, PARENT, PARENT, PARENT, PARENT, CHILD, CHILD, CHILD, CHILD, CHILD, CHILD, CHILD"
SOURCE_DATA  , MASTER_DATA , AUTH_RULE                       , BASE TABLE, Stores rules for dynamic authorization and permission validation.                                                                                                              ,         1, "NAME, NAME, NAME, NAME, NAME, NAME, NAME, DATA, DATA, DATA, DATA, DATA, DATA, DATA, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT"
SOURCE_DATA  , MASTER_DATA , BATTERY                         , BASE TABLE, "Contains battery master data including type, specifications, and operational attributes."                                                                                     ,       453, "BATTERY_ID, BATTERY_ID, BATTERY_ID, BATTERY_ID, BATTERY_ID, BATTERY_ID, BATTERY_ID, VENDOR_ID, VENDOR_ID, VENDOR_ID, VENDOR_ID, VENDOR_ID, VENDOR_ID, VENDOR_ID, SERIAL_NO, SERIAL_NO, SERIAL_NO, SERIAL_NO, SERIAL_NO, SERIAL_NO, SERIAL_NO, BMS_ID, BMS_ID, BMS_ID, BMS_ID, BMS_ID, BMS_ID, BMS_ID, LOCATION, LOCATION, LOCATION, LOCATION, LOCATION, LOCATION, LOCATION, LOCATION_REF, LOCATION_REF, LOCATION_REF, LOCATION_REF, LOCATION_REF, LOCATION_REF, LOCATION_REF, MATERIAL, MATERIAL, MATERIAL, MATERIAL, MATERIAL, MATERIAL, MATERIAL, CHARGE_CYCLE, CHARGE_CYCLE, CHARGE_CYCLE, CHARGE_CYCLE, CHARGE_CYCLE, CHARGE_CYCLE, CHARGE_CYCLE, BATTERY_TYPE_ID, BATTERY_TYPE_ID, BATTERY_TYPE_ID, BATTERY_TYPE_ID, BATTERY_TYPE_ID, BATTERY_TYPE_ID, BATTERY_TYPE_ID, MANUFACTURE_DATE, MANUFACTURE_DATE, MANUFACTURE_DATE, MANUFACTURE_DATE, MANUFACTURE_DATE, MANUFACTURE_DATE, MANUFACTURE_DATE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, ACTIVE, DELETED, DELETED, DELETED, DELETED, DELETED, DELETED, DELETED, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, CREATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, UPDATED_AT, DELETED_AT, DELETED_AT, DELETED_AT, DELETED_AT, DELETED_AT, DELETED_AT, DELETED_AT, APPROVED_STATUS, APPROVED_STATUS, APPROVED_STATUS, APPROVED_STATUS, APPROVED_STATUS, APPROVED_STATUS, APPROVED_STATUS, APPROVED_BY, APPROVED_BY, APPROVED_BY, APPROVED_BY, APPROVED_BY, APPROVED_BY, APPROVED_BY"
